Exp Category,State,Year,Value
Nominal_GSDP_Series,Odisha,1997-98,32235
Nominal_GSDP_Series,Odisha,1998-99,35581
Nominal_GSDP_Series,Odisha,1999-00,42986
Nominal_GSDP_Series,Odisha,2000-01,43351
Nominal_GSDP_Series,Odisha,2001-02,46756
Nominal_GSDP_Series,Odisha,2002-03,49713
Nominal_GSDP_Series,Odisha,2003-04,61008
Nominal_GSDP_Series,Odisha,2004-05,77729
Nominal_GSDP_Series,Odisha,2005-06,85096
Nominal_GSDP_Series,Odisha,2006-07,101839
Nominal_GSDP_Series,Odisha,2007-08,129274
Nominal_GSDP_Series,Odisha,2008-09,148491
Nominal_GSDP_Series,Odisha,2009-10,162946
Nominal_GSDP_Series,Odisha,2010-11,197530
Nominal_GSDP_Series,Odisha,2011-12,225283.4816
Nominal_GSDP_Series,Odisha,2012-13,255272.6132
Nominal_GSDP_Series,Odisha,2013-14,277270.686
Nominal_GSDP_Series,Odisha,2014-15,309807.2182
Nominal_GSDP_Series,Odisha,2015-16,332329.1338
Nominal_GSDP_Series,Odisha,,
Nominal_GSDP_Series,Punjab,1980-81,5025
Nominal_GSDP_Series,Punjab,1981-82,5954
Nominal_GSDP_Series,Punjab,1982-83,6602
Nominal_GSDP_Series,Punjab,1983-84,7326
Nominal_GSDP_Series,Punjab,1984-85,8354
Nominal_GSDP_Series,Punjab,1985-86,9506
Nominal_GSDP_Series,Punjab,1986-87,10429
Nominal_GSDP_Series,Punjab,1987-88,12255
Nominal_GSDP_Series,Punjab,1988-89,14088
Nominal_GSDP_Series,Punjab,1989-90,16980
Nominal_GSDP_Series,Punjab,1990-91,18883
Nominal_GSDP_Series,Punjab,1991-92,22842
Nominal_GSDP_Series,Punjab,1992-93,26275
Nominal_GSDP_Series,Punjab,1993-94,30248
Nominal_GSDP_Series,Punjab,1994-95,34218
Nominal_GSDP_Series,Punjab,1995-96,38615
Nominal_GSDP_Series,Punjab,1996-97,44198
Nominal_GSDP_Series,Punjab,1997-98,48704
Nominal_GSDP_Series,Punjab,1998-99,55736
Nominal_GSDP_Series,Punjab,1999-00,67162
Nominal_GSDP_Series,Punjab,2000-01,74677
Nominal_GSDP_Series,Punjab,2001-02,79611
Nominal_GSDP_Series,Punjab,2002-03,82249
Nominal_GSDP_Series,Punjab,2003-04,90089
Nominal_GSDP_Series,Punjab,2004-05,96839
Nominal_GSDP_Series,Punjab,2005-06,108637
Nominal_GSDP_Series,Punjab,2006-07,127123
Nominal_GSDP_Series,Punjab,2007-08,152245
Nominal_GSDP_Series,Punjab,2008-09,174039
Nominal_GSDP_Series,Punjab,2009-10,197500
Nominal_GSDP_Series,Punjab,2010-11,226204
Nominal_GSDP_Series,Punjab,2011-12,266628.2913
Nominal_GSDP_Series,Punjab,2012-13,297733.8157
Nominal_GSDP_Series,Punjab,2013-14,334714.2895
Nominal_GSDP_Series,Punjab,2014-15,368010.8889
Nominal_GSDP_Series,Punjab,2015-16,NA
Nominal_GSDP_Series,Punjab,,
Nominal_GSDP_Series,Rajasthan,1980-81,4637
Nominal_GSDP_Series,Rajasthan,1981-82,5461
Nominal_GSDP_Series,Rajasthan,1982-83,6246
Nominal_GSDP_Series,Rajasthan,1983-84,7863
Nominal_GSDP_Series,Rajasthan,1984-85,7936
Nominal_GSDP_Series,Rajasthan,1985-86,8797
Nominal_GSDP_Series,Rajasthan,1986-87,9957
Nominal_GSDP_Series,Rajasthan,1987-88,10925
Nominal_GSDP_Series,Rajasthan,1988-89,14555
Nominal_GSDP_Series,Rajasthan,1989-90,15794
Nominal_GSDP_Series,Rajasthan,1990-91,20710
Nominal_GSDP_Series,Rajasthan,1991-92,23012
Nominal_GSDP_Series,Rajasthan,1992-93,27047
Nominal_GSDP_Series,Rajasthan,1993-94,32970
Nominal_GSDP_Series,Rajasthan,1994-95,41487
Nominal_GSDP_Series,Rajasthan,1995-96,47313
Nominal_GSDP_Series,Rajasthan,1996-97,57516
Nominal_GSDP_Series,Rajasthan,1997-98,64061
Nominal_GSDP_Series,Rajasthan,1998-99,73180
Nominal_GSDP_Series,Rajasthan,1999-00,82720
Nominal_GSDP_Series,Rajasthan,2000-01,82435
Nominal_GSDP_Series,Rajasthan,2001-02,91771
Nominal_GSDP_Series,Rajasthan,2002-03,88550
Nominal_GSDP_Series,Rajasthan,2003-04,111606
Nominal_GSDP_Series,Rajasthan,2004-05,127746
Nominal_GSDP_Series,Rajasthan,2005-06,142236
Nominal_GSDP_Series,Rajasthan,2006-07,171043
Nominal_GSDP_Series,Rajasthan,2007-08,194822
Nominal_GSDP_Series,Rajasthan,2008-09,230949
Nominal_GSDP_Series,Rajasthan,2009-10,265825
Nominal_GSDP_Series,Rajasthan,2010-11,338348
Nominal_GSDP_Series,Rajasthan,2011-12,436465.2851
Nominal_GSDP_Series,Rajasthan,2012-13,494003.8484
Nominal_GSDP_Series,Rajasthan,2013-14,549700.6014
Nominal_GSDP_Series,Rajasthan,2014-15,612194.4688
Nominal_GSDP_Series,Rajasthan,2015-16,NA
Nominal_GSDP_Series,Rajasthan,,
Nominal_GSDP_Series,Sikkim,1980-81,52
Nominal_GSDP_Series,Sikkim,1981-82,59
Nominal_GSDP_Series,Sikkim,1982-83,70
Nominal_GSDP_Series,Sikkim,1983-84,80
Nominal_GSDP_Series,Sikkim,1984-85,102
Nominal_GSDP_Series,Sikkim,1985-86,122
Nominal_GSDP_Series,Sikkim,1986-87,145
Nominal_GSDP_Series,Sikkim,1987-88,167
Nominal_GSDP_Series,Sikkim,1988-89,185
Nominal_GSDP_Series,Sikkim,1989-90,204
Nominal_GSDP_Series,Sikkim,1990-91,234
Nominal_GSDP_Series,Sikkim,1991-92,259
Nominal_GSDP_Series,Sikkim,1992-93,267
Nominal_GSDP_Series,Sikkim,1993-94,403
Nominal_GSDP_Series,Sikkim,1994-95,440
Nominal_GSDP_Series,Sikkim,1995-96,520
Nominal_GSDP_Series,Sikkim,1996-97,592
Nominal_GSDP_Series,Sikkim,1997-98,680
Nominal_GSDP_Series,Sikkim,1998-99,787
Nominal_GSDP_Series,Sikkim,1999-00,896
Nominal_GSDP_Series,Sikkim,2000-01,1014
Nominal_GSDP_Series,Sikkim,2001-02,1136
Nominal_GSDP_Series,Sikkim,2002-03,1276
Nominal_GSDP_Series,Sikkim,2003-04,1430
Nominal_GSDP_Series,Sikkim,2004-05,1739
Nominal_GSDP_Series,Sikkim,2005-06,1993
Nominal_GSDP_Series,Sikkim,2006-07,2161
Nominal_GSDP_Series,Sikkim,2007-08,2506
Nominal_GSDP_Series,Sikkim,2008-09,3229
Nominal_GSDP_Series,Sikkim,2009-10,6133
Nominal_GSDP_Series,Sikkim,2010-11,7412
Nominal_GSDP_Series,Sikkim,2011-12,11165.09684
Nominal_GSDP_Series,Sikkim,2012-13,12338.42038
Nominal_GSDP_Series,Sikkim,2013-14,13861.90232
Nominal_GSDP_Series,Sikkim,2014-15,15209.32709
Nominal_GSDP_Series,Sikkim,2015-16,16636.78419
Nominal_GSDP_Series,Sikkim,,
Nominal_GSDP_Series,Tamil Nadu,1980-81,8081
Nominal_GSDP_Series,Tamil Nadu,1981-82,9712
Nominal_GSDP_Series,Tamil Nadu,1982-83,10025
Nominal_GSDP_Series,Tamil Nadu,1983-84,11646
Nominal_GSDP_Series,Tamil Nadu,1984-85,13658
Nominal_GSDP_Series,Tamil Nadu,1985-86,15648
Nominal_GSDP_Series,Tamil Nadu,1986-87,17513
Nominal_GSDP_Series,Tamil Nadu,1987-88,20693
Nominal_GSDP_Series,Tamil Nadu,1988-89,23199
Nominal_GSDP_Series,Tamil Nadu,1989-90,27134
Nominal_GSDP_Series,Tamil Nadu,1990-91,31339
Nominal_GSDP_Series,Tamil Nadu,1991-92,36957
Nominal_GSDP_Series,Tamil Nadu,1992-93,43010
Nominal_GSDP_Series,Tamil Nadu,1993-94,57549
Nominal_GSDP_Series,Tamil Nadu,1994-95,68666
Nominal_GSDP_Series,Tamil Nadu,1995-96,78205
Nominal_GSDP_Series,Tamil Nadu,1996-97,89237
Nominal_GSDP_Series,Tamil Nadu,1997-98,103550
Nominal_GSDP_Series,Tamil Nadu,1998-99,118209
Nominal_GSDP_Series,Tamil Nadu,1999-00,134185
Nominal_GSDP_Series,Tamil Nadu,2000-01,146796
Nominal_GSDP_Series,Tamil Nadu,2001-02,148861
Nominal_GSDP_Series,Tamil Nadu,2002-03,158155
Nominal_GSDP_Series,Tamil Nadu,2003-04,175371
Nominal_GSDP_Series,Tamil Nadu,2004-05,219003
Nominal_GSDP_Series,Tamil Nadu,2005-06,257833
Nominal_GSDP_Series,Tamil Nadu,2006-07,310526
Nominal_GSDP_Series,Tamil Nadu,2007-08,350819
Nominal_GSDP_Series,Tamil Nadu,2008-09,401336
Nominal_GSDP_Series,Tamil Nadu,2009-10,479733
Nominal_GSDP_Series,Tamil Nadu,2010-11,584896
Nominal_GSDP_Series,Tamil Nadu,2011-12,751485.0883
Nominal_GSDP_Series,Tamil Nadu,2012-13,855480.8552
Nominal_GSDP_Series,Tamil Nadu,2013-14,971089.8718
Nominal_GSDP_Series,Tamil Nadu,2014-15,1092563.733
Nominal_GSDP_Series,Tamil Nadu,2015-16,1212667.991
Nominal_GSDP_Series,Tamil Nadu,,
Nominal_GSDP_Series,Telangana,2004-05,89946
Nominal_GSDP_Series,Telangana,2005-06,108335
Nominal_GSDP_Series,Telangana,2006-07,126971
Nominal_GSDP_Series,Telangana,2007-08,152452
Nominal_GSDP_Series,Telangana,2008-09,189382
Nominal_GSDP_Series,Telangana,2009-10,203508
Nominal_GSDP_Series,Telangana,2010-11,263898
Nominal_GSDP_Series,Telangana,2011-12,361700.68
Nominal_GSDP_Series,Telangana,2012-13,404104.79
Nominal_GSDP_Series,Telangana,2013-14,460171.51
Nominal_GSDP_Series,Telangana,2014-15,522001.08
Nominal_GSDP_Series,Telangana,2015-16,583117.25
Nominal_GSDP_Series,Telangana,,
Nominal_GSDP_Series,Tripura,1980-81,286
Nominal_GSDP_Series,Tripura,1981-82,339
Nominal_GSDP_Series,Tripura,1982-83,386
Nominal_GSDP_Series,Tripura,1983-84,426
Nominal_GSDP_Series,Tripura,1984-85,474
Nominal_GSDP_Series,Tripura,1985-86,524
Nominal_GSDP_Series,Tripura,1986-87,580
Nominal_GSDP_Series,Tripura,1987-88,668
Nominal_GSDP_Series,Tripura,1988-89,853
Nominal_GSDP_Series,Tripura,1989-90,936
Nominal_GSDP_Series,Tripura,1990-91,1031
Nominal_GSDP_Series,Tripura,1991-92,1165
Nominal_GSDP_Series,Tripura,1992-93,1231
Nominal_GSDP_Series,Tripura,1993-94,1777
Nominal_GSDP_Series,Tripura,1994-95,1881
Nominal_GSDP_Series,Tripura,1995-96,2296
Nominal_GSDP_Series,Tripura,1996-97,2757
Nominal_GSDP_Series,Tripura,1997-98,3298
Nominal_GSDP_Series,Tripura,1998-99,3814
Nominal_GSDP_Series,Tripura,1999-00,4867
Nominal_GSDP_Series,Tripura,2000-01,5499
Nominal_GSDP_Series,Tripura,2001-02,6370
Nominal_GSDP_Series,Tripura,2002-03,6733
Nominal_GSDP_Series,Tripura,2003-04,7551
Nominal_GSDP_Series,Tripura,2004-05,8904
Nominal_GSDP_Series,Tripura,2005-06,9826
Nominal_GSDP_Series,Tripura,2006-07,10914
Nominal_GSDP_Series,Tripura,2007-08,11797
Nominal_GSDP_Series,Tripura,2008-09,13573
Nominal_GSDP_Series,Tripura,2009-10,15403
Nominal_GSDP_Series,Tripura,2010-11,17868
Nominal_GSDP_Series,Tripura,2011-12,19208.41
Nominal_GSDP_Series,Tripura,2012-13,21663.2
Nominal_GSDP_Series,Tripura,2013-14,25592.83
Nominal_GSDP_Series,Tripura,2014-15,29666.61608
Nominal_GSDP_Series,Tripura,2015-16,NA
Nominal_GSDP_Series,Tripura,,
Nominal_GSDP_Series,Uttar Pradesh,1980-81,15554
Nominal_GSDP_Series,Uttar Pradesh,1981-82,16887
Nominal_GSDP_Series,Uttar Pradesh,1982-83,19724
Nominal_GSDP_Series,Uttar Pradesh,1983-84,21896
Nominal_GSDP_Series,Uttar Pradesh,1984-85,24211
Nominal_GSDP_Series,Uttar Pradesh,1985-86,27748
Nominal_GSDP_Series,Uttar Pradesh,1986-87,30657
Nominal_GSDP_Series,Uttar Pradesh,1987-88,34352
Nominal_GSDP_Series,Uttar Pradesh,1988-89,41102
Nominal_GSDP_Series,Uttar Pradesh,1989-90,46926
Nominal_GSDP_Series,Uttar Pradesh,1990-91,55506
Nominal_GSDP_Series,Uttar Pradesh,1991-92,64677
Nominal_GSDP_Series,Uttar Pradesh,1992-93,70704
Nominal_GSDP_Series,Uttar Pradesh,1993-94,80451
Nominal_GSDP_Series,Uttar Pradesh,1994-95,94019
Nominal_GSDP_Series,Uttar Pradesh,1995-96,106249
Nominal_GSDP_Series,Uttar Pradesh,1996-97,127778
Nominal_GSDP_Series,Uttar Pradesh,1997-98,137561
Nominal_GSDP_Series,Uttar Pradesh,1998-99,153853
Nominal_GSDP_Series,Uttar Pradesh,1999-00,175159
Nominal_GSDP_Series,Uttar Pradesh,2000-01,181512
Nominal_GSDP_Series,Uttar Pradesh,2001-02,190269
Nominal_GSDP_Series,Uttar Pradesh,2002-03,206855
Nominal_GSDP_Series,Uttar Pradesh,2003-04,226972
Nominal_GSDP_Series,Uttar Pradesh,2004-05,260841
Nominal_GSDP_Series,Uttar Pradesh,2005-06,293172
Nominal_GSDP_Series,Uttar Pradesh,2006-07,336317
Nominal_GSDP_Series,Uttar Pradesh,2007-08,383026
Nominal_GSDP_Series,Uttar Pradesh,2008-09,444685
Nominal_GSDP_Series,Uttar Pradesh,2009-10,523394
Nominal_GSDP_Series,Uttar Pradesh,2010-11,600286
Nominal_GSDP_Series,Uttar Pradesh,2011-12,724048.5532
Nominal_GSDP_Series,Uttar Pradesh,2012-13,822902.9887
Nominal_GSDP_Series,Uttar Pradesh,2013-14,944145.7151
Nominal_GSDP_Series,Uttar Pradesh,2014-15,1043371.15
Nominal_GSDP_Series,Uttar Pradesh,2015-16,1153794.59
Nominal_GSDP_Series,Uttar Pradesh,,
Nominal_GSDP_Series,Uttarakhand,1993-94,5686
Nominal_GSDP_Series,Uttarakhand,1994-95,6914
Nominal_GSDP_Series,Uttarakhand,1995-96,7529
Nominal_GSDP_Series,Uttarakhand,1996-97,8242
Nominal_GSDP_Series,Uttarakhand,1997-98,8984
Nominal_GSDP_Series,Uttarakhand,1998-99,9946
Nominal_GSDP_Series,Uttarakhand,1999-00,12621
Nominal_GSDP_Series,Uttarakhand,2000-01,14501
Nominal_GSDP_Series,Uttarakhand,2001-02,15826
Nominal_GSDP_Series,Uttarakhand,2002-03,18473
Nominal_GSDP_Series,Uttarakhand,2003-04,20439
Nominal_GSDP_Series,Uttarakhand,2004-05,24786
Nominal_GSDP_Series,Uttarakhand,2005-06,29968
Nominal_GSDP_Series,Uttarakhand,2006-07,36795
Nominal_GSDP_Series,Uttarakhand,2007-08,45856
Nominal_GSDP_Series,Uttarakhand,2008-09,56025
Nominal_GSDP_Series,Uttarakhand,2009-10,70730
Nominal_GSDP_Series,Uttarakhand,2010-11,83969
Nominal_GSDP_Series,Uttarakhand,2011-12,115523.49
Nominal_GSDP_Series,Uttarakhand,2012-13,131835.22
Nominal_GSDP_Series,Uttarakhand,2013-14,149816.6
Nominal_GSDP_Series,Uttarakhand,2014-15,161985.29
Nominal_GSDP_Series,Uttarakhand,2015-16,184091.31
Nominal_GSDP_Series,Uttarakhand,,
Nominal_GSDP_Series,West Bengal,1980-81,10345
Nominal_GSDP_Series,West Bengal,1981-82,11575
Nominal_GSDP_Series,West Bengal,1982-83,13049
Nominal_GSDP_Series,West Bengal,1983-84,15302
Nominal_GSDP_Series,West Bengal,1984-85,17676
Nominal_GSDP_Series,West Bengal,1985-86,19033
Nominal_GSDP_Series,West Bengal,1986-87,20803
Nominal_GSDP_Series,West Bengal,1987-88,25078
Nominal_GSDP_Series,West Bengal,1988-89,27107
Nominal_GSDP_Series,West Bengal,1989-90,30623
Nominal_GSDP_Series,West Bengal,1990-91,34797
Nominal_GSDP_Series,West Bengal,1991-92,40380
Nominal_GSDP_Series,West Bengal,1992-93,43290
Nominal_GSDP_Series,West Bengal,1993-94,53424
Nominal_GSDP_Series,West Bengal,1994-95,62032
Nominal_GSDP_Series,West Bengal,1995-96,73865
Nominal_GSDP_Series,West Bengal,1996-97,82075
Nominal_GSDP_Series,West Bengal,1997-98,97966
Nominal_GSDP_Series,West Bengal,1998-99,115516
Nominal_GSDP_Series,West Bengal,1999-00,135376
Nominal_GSDP_Series,West Bengal,2000-01,143725
Nominal_GSDP_Series,West Bengal,2001-02,157144
Nominal_GSDP_Series,West Bengal,2002-03,168000
Nominal_GSDP_Series,West Bengal,2003-04,189259
Nominal_GSDP_Series,West Bengal,2004-05,208656
Nominal_GSDP_Series,West Bengal,2005-06,230245
Nominal_GSDP_Series,West Bengal,2006-07,261682
Nominal_GSDP_Series,West Bengal,2007-08,299483
Nominal_GSDP_Series,West Bengal,2008-09,341942
Nominal_GSDP_Series,West Bengal,2009-10,398880
Nominal_GSDP_Series,West Bengal,2010-11,460959
Nominal_GSDP_Series,West Bengal,2011-12,528316
Nominal_GSDP_Series,West Bengal,2012-13,603311
Nominal_GSDP_Series,West Bengal,2013-14,706561
Nominal_GSDP_Series,West Bengal,2014-15,800868
Nominal_GSDP_Series,West Bengal,2015-16,NA
Nominal_GSDP_Series,West Bengal,,
Nominal_GSDP_Series,Delhi,1993-94,20992
Nominal_GSDP_Series,Delhi,1994-95,25847
Nominal_GSDP_Series,Delhi,1995-96,28390
Nominal_GSDP_Series,Delhi,1996-97,33803
Nominal_GSDP_Series,Delhi,1997-98,41235
Nominal_GSDP_Series,Delhi,1998-99,47484
Nominal_GSDP_Series,Delhi,1999-00,55220
Nominal_GSDP_Series,Delhi,2000-01,60125
Nominal_GSDP_Series,Delhi,2001-02,65027
Nominal_GSDP_Series,Delhi,2002-03,71361
Nominal_GSDP_Series,Delhi,2003-04,79468
Nominal_GSDP_Series,Delhi,2004-05,100325
Nominal_GSDP_Series,Delhi,2005-06,115374
Nominal_GSDP_Series,Delhi,2006-07,135584
Nominal_GSDP_Series,Delhi,2007-08,157947
Nominal_GSDP_Series,Delhi,2008-09,189533
Nominal_GSDP_Series,Delhi,2009-10,217619
Nominal_GSDP_Series,Delhi,2010-11,252753
Nominal_GSDP_Series,Delhi,2011-12,343260.4097
Nominal_GSDP_Series,Delhi,2012-13,391071.359
Nominal_GSDP_Series,Delhi,2013-14,446806.823
Nominal_GSDP_Series,Delhi,2014-15,494460.341
Nominal_GSDP_Series,Delhi,2015-16,558745.2599
Nominal_GSDP_Series,Delhi,,
Nominal_GSDP_Series,Puducherry,1993-94,981
Nominal_GSDP_Series,Puducherry,1994-95,1127
Nominal_GSDP_Series,Puducherry,1995-96,1320
Nominal_GSDP_Series,Puducherry,1996-97,1907
Nominal_GSDP_Series,Puducherry,1997-98,2625
Nominal_GSDP_Series,Puducherry,1998-99,2982
Nominal_GSDP_Series,Puducherry,1999-00,3235
Nominal_GSDP_Series,Puducherry,2000-01,3864
Nominal_GSDP_Series,Puducherry,2001-02,4259
Nominal_GSDP_Series,Puducherry,2002-03,4931
Nominal_GSDP_Series,Puducherry,2003-04,5438
Nominal_GSDP_Series,Puducherry,2004-05,5754
Nominal_GSDP_Series,Puducherry,2005-06,7977
Nominal_GSDP_Series,Puducherry,2006-07,8335
Nominal_GSDP_Series,Puducherry,2007-08,9251
Nominal_GSDP_Series,Puducherry,2008-09,10050
Nominal_GSDP_Series,Puducherry,2009-10,12304
Nominal_GSDP_Series,Puducherry,2010-11,13092
Nominal_GSDP_Series,Puducherry,2011-12,16818.01
Nominal_GSDP_Series,Puducherry,2012-13,18875.45
Nominal_GSDP_Series,Puducherry,2013-14,21870.12
Nominal_GSDP_Series,Puducherry,2014-15,24088.57
Nominal_GSDP_Series,Puducherry,2015-16,26533.45555
Nominal_GSDP_Series,Puducherry,,
Own_Tax_Revenues,Andhra Pradesh ,1980-81,582
Own_Tax_Revenues,Andhra Pradesh ,1981-82,703
Own_Tax_Revenues,Andhra Pradesh ,1982-83,808
Own_Tax_Revenues,Andhra Pradesh ,1983-84,965
Own_Tax_Revenues,Andhra Pradesh ,1984-85,1174
Own_Tax_Revenues,Andhra Pradesh ,1985-86,1439
Own_Tax_Revenues,Andhra Pradesh ,1986-87,1559
Own_Tax_Revenues,Andhra Pradesh ,1987-88,1819
Own_Tax_Revenues,Andhra Pradesh ,1988-89,2122
Own_Tax_Revenues,Andhra Pradesh ,1989-90,2384
Own_Tax_Revenues,Andhra Pradesh ,1990-91,2650
Own_Tax_Revenues,Andhra Pradesh ,1991-92,3060
Own_Tax_Revenues,Andhra Pradesh ,1992-93,3390
Own_Tax_Revenues,Andhra Pradesh ,1993-94,3830
Own_Tax_Revenues,Andhra Pradesh ,1994-95,4230
Own_Tax_Revenues,Andhra Pradesh ,1995-96,4120
Own_Tax_Revenues,Andhra Pradesh ,1996-97,4880
Own_Tax_Revenues,Andhra Pradesh ,1997-98,7110
Own_Tax_Revenues,Andhra Pradesh ,1998-99,7960
Own_Tax_Revenues,Andhra Pradesh ,1999-00,9010
Own_Tax_Revenues,Andhra Pradesh ,2000-01,10550
Own_Tax_Revenues,Andhra Pradesh ,2001-02,12560
Own_Tax_Revenues,Andhra Pradesh ,2002-03,12620
Own_Tax_Revenues,Andhra Pradesh ,2003-04,13810
Own_Tax_Revenues,Andhra Pradesh ,2004-05,16250
Own_Tax_Revenues,Andhra Pradesh ,2005-06,19210
Own_Tax_Revenues,Andhra Pradesh ,2006-07,23930
Own_Tax_Revenues,Andhra Pradesh ,2007-08,28790
Own_Tax_Revenues,Andhra Pradesh ,2008-09,33360
Own_Tax_Revenues,Andhra Pradesh ,2009-10,35180
Own_Tax_Revenues,Andhra Pradesh ,2010-11,45140
Own_Tax_Revenues,Andhra Pradesh ,2011-12,53280
Own_Tax_Revenues,Andhra Pradesh ,2012-13,59880
Own_Tax_Revenues,Andhra Pradesh ,2013-14,64120
Own_Tax_Revenues,Andhra Pradesh ,2014-15,38480
Own_Tax_Revenues,Andhra Pradesh ,2015-16,44420
Own_Tax_Revenues,Arunachal Pradesh,1980-81,0
Own_Tax_Revenues,Arunachal Pradesh,1981-82,0
Own_Tax_Revenues,Arunachal Pradesh,1982-83,0
Own_Tax_Revenues,Arunachal Pradesh,1983-84,0
Own_Tax_Revenues,Arunachal Pradesh,1984-85,0
Own_Tax_Revenues,Arunachal Pradesh,1985-86,0
Own_Tax_Revenues,Arunachal Pradesh,1986-87,2
Own_Tax_Revenues,Arunachal Pradesh,1987-88,2
Own_Tax_Revenues,Arunachal Pradesh,1988-89,2
Own_Tax_Revenues,Arunachal Pradesh,1989-90,2
Own_Tax_Revenues,Arunachal Pradesh,1990-91,0
Own_Tax_Revenues,Arunachal Pradesh,1991-92,0
Own_Tax_Revenues,Arunachal Pradesh,1992-93,0
Own_Tax_Revenues,Arunachal Pradesh,1993-94,0
Own_Tax_Revenues,Arunachal Pradesh,1994-95,10
Own_Tax_Revenues,Arunachal Pradesh,1995-96,10
Own_Tax_Revenues,Arunachal Pradesh,1996-97,10
Own_Tax_Revenues,Arunachal Pradesh,1997-98,10
Own_Tax_Revenues,Arunachal Pradesh,1998-99,10
Own_Tax_Revenues,Arunachal Pradesh,1999-00,10
Own_Tax_Revenues,Arunachal Pradesh,2000-01,20
Own_Tax_Revenues,Arunachal Pradesh,2001-02,30
Own_Tax_Revenues,Arunachal Pradesh,2002-03,40
Own_Tax_Revenues,Arunachal Pradesh,2003-04,40
Own_Tax_Revenues,Arunachal Pradesh,2004-05,50
Own_Tax_Revenues,Arunachal Pradesh,2005-06,60
Own_Tax_Revenues,Arunachal Pradesh,2006-07,80
Own_Tax_Revenues,Arunachal Pradesh,2007-08,100
Own_Tax_Revenues,Arunachal Pradesh,2008-09,140
Own_Tax_Revenues,Arunachal Pradesh,2009-10,170
Own_Tax_Revenues,Arunachal Pradesh,2010-11,210
Own_Tax_Revenues,Arunachal Pradesh,2011-12,320
Own_Tax_Revenues,Arunachal Pradesh,2012-13,320
Own_Tax_Revenues,Arunachal Pradesh,2013-14,430
Own_Tax_Revenues,Arunachal Pradesh,2014-15,490
Own_Tax_Revenues,Arunachal Pradesh,2015-16,510
Own_Tax_Revenues,Assam,1980-81,66
Own_Tax_Revenues,Assam,1981-82,90
Own_Tax_Revenues,Assam,1982-83,108
Own_Tax_Revenues,Assam,1983-84,136
Own_Tax_Revenues,Assam,1984-85,189
Own_Tax_Revenues,Assam,1985-86,235
Own_Tax_Revenues,Assam,1986-87,245
Own_Tax_Revenues,Assam,1987-88,249
Own_Tax_Revenues,Assam,1988-89,279
Own_Tax_Revenues,Assam,1989-90,333
Own_Tax_Revenues,Assam,1990-91,420
Own_Tax_Revenues,Assam,1991-92,510
Own_Tax_Revenues,Assam,1992-93,520
Own_Tax_Revenues,Assam,1993-94,610
Own_Tax_Revenues,Assam,1994-95,630
Own_Tax_Revenues,Assam,1995-96,700
Own_Tax_Revenues,Assam,1996-97,770
Own_Tax_Revenues,Assam,1997-98,880
Own_Tax_Revenues,Assam,1998-99,980
Own_Tax_Revenues,Assam,1999-00,1230
Own_Tax_Revenues,Assam,2000-01,1410
Own_Tax_Revenues,Assam,2001-02,1570
Own_Tax_Revenues,Assam,2002-03,1940
Own_Tax_Revenues,Assam,2003-04,2070
Own_Tax_Revenues,Assam,2004-05,2710
Own_Tax_Revenues,Assam,2005-06,3230
Own_Tax_Revenues,Assam,2006-07,3480
Own_Tax_Revenues,Assam,2007-08,3360
Own_Tax_Revenues,Assam,2008-09,4150
Own_Tax_Revenues,Assam,2009-10,4990
Own_Tax_Revenues,Assam,2010-11,5930
Own_Tax_Revenues,Assam,2011-12,7640
Own_Tax_Revenues,Assam,2012-13,8250
Own_Tax_Revenues,Assam,2013-14,8990
Own_Tax_Revenues,Assam,2014-15,10750
Own_Tax_Revenues,Assam,2015-16,12890
Own_Tax_Revenues,Bihar,1980-81,277
Own_Tax_Revenues,Bihar,1981-82,338
Own_Tax_Revenues,Bihar,1982-83,382
Own_Tax_Revenues,Bihar,1983-84,442
Own_Tax_Revenues,Bihar,1984-85,464
Own_Tax_Revenues,Bihar,1985-86,576
Own_Tax_Revenues,Bihar,1986-87,659
Own_Tax_Revenues,Bihar,1987-88,761
Own_Tax_Revenues,Bihar,1988-89,831
Own_Tax_Revenues,Bihar,1989-90,925
Own_Tax_Revenues,Bihar,1990-91,1140
Own_Tax_Revenues,Bihar,1991-92,1310
Own_Tax_Revenues,Bihar,1992-93,1560
Own_Tax_Revenues,Bihar,1993-94,1750
Own_Tax_Revenues,Bihar,1994-95,1840
Own_Tax_Revenues,Bihar,1995-96,1970
Own_Tax_Revenues,Bihar,1996-97,2250
Own_Tax_Revenues,Bihar,1997-98,2390
Own_Tax_Revenues,Bihar,1998-99,2670
Own_Tax_Revenues,Bihar,1999-00,3640
Own_Tax_Revenues,Bihar,2000-01,2940
Own_Tax_Revenues,Bihar,2001-02,2440
Own_Tax_Revenues,Bihar,2002-03,2760
Own_Tax_Revenues,Bihar,2003-04,3360
Own_Tax_Revenues,Bihar,2004-05,3340
Own_Tax_Revenues,Bihar,2005-06,3560
Own_Tax_Revenues,Bihar,2006-07,4030
Own_Tax_Revenues,Bihar,2007-08,5090
Own_Tax_Revenues,Bihar,2008-09,6170
Own_Tax_Revenues,Bihar,2009-10,8090
Own_Tax_Revenues,Bihar,2010-11,9870
Own_Tax_Revenues,Bihar,2011-12,12610
Own_Tax_Revenues,Bihar,2012-13,16250
Own_Tax_Revenues,Bihar,2013-14,19960
Own_Tax_Revenues,Bihar,2014-15,25660
